source_db,source_dataset,organism,is_cell_line,cell_line_name,perturbation_type,treatment,disease,n_cells_approx,n_perturbations,sequencing_platform,library_prep,modality,accession,data_url,publication,notes
NCBI_GEO,GSE253648,Homo sapiens,False,,small_molecule,"Tumor recurrence afflicts over 95% of glioblastoma (GBM) patients, contributing to the disease's high fatality rates. To unravel the molecular mechanisms behind post-therapy recurrence, we employed a clinically-relevant chemoradiotherapy model, studying the temporal molecular metabolic evolution of ",,,,unknown,,scRNA-seq,GSE253648,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE253648,Temporal multi-omic profiling reveals chemoradiotherapy-specific dualistic metabolic rewiring that supports glioblastoma tumor recurrence (scRNA-Seq),GEO type: Expression profiling by high throughput sequencing; n_samples: 5
NCBI_GEO,GSE282917,Homo sapiens,False,,CRISPR,"Many studies have sought to circumvent the protective qualities of the blood brain barrier to deliver therapeutic proteins to the brain for the treatment of neurodegenerative diseases. Yet, brain specific uptake, peripheral toxicity, off-target effects, and repeated dosing continue to present consid",,,,unknown,,scRNA-seq,GSE282917,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282917,Harnessing human iPSC-microglia for CNS-wide delivery of disease-modifying proteins in Alzheimer’s disease mice,GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE296245,Homo sapiens,True,,CRISPR,"Among pediatric acute lymphoblastic leukemias (ALL), KMT2A-rearranged infant ALL (KMT2Ar iALL) carries a uniquely poor prognosis due to high rates of treatment-refractory or relapsing disease. It is important to understand how KMT2A mutations drive such aggressive disease in order to develop more ef",,,,unknown,,scRNA-seq,GSE296245,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296245,Proliferative stem cell-like population of blasts in KMT2A-rearranged infant ALL [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE280506,Homo sapiens,False,,CRISPR,"Investigating gene-drug interactions is critical for advancing personalized medicine by revealing how genetic variations shape individual responses to medications. To achieve this goal, it is essential to develop a robust human functional genomics system that can accurately recapitulate normal physi",,,,unknown,,scRNA-seq,GSE280506,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280506,Large-Scale CRISPR Screening in Primary Human 3D Gastric Organoids Enables Comprehensive Dissection of Gene-Drug Interactions,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE292909,Homo sapiens,False,,unknown,"Many of the genetic loci associated with disease are expected to have context-dependent regulatory effects that are underrepresented in the transcriptomes of healthy, steady-state adult tissues. To understand genetic gene regulation across diverse environmental conditions and cellular contexts, we p",,,,unknown,,scRNA-seq,GSE292909,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292909,Disease-associated loci share features with loci that regulate gene expression in response to environmental perturbations,GEO type: Expression profiling by high throughput sequencing; n_samples: 47
NCBI_GEO,GSE294372,Homo sapiens,False,,unknown,"Loss-of-function mutations in the transcription factor POU3F2 have been identified in individuals with neurodevelopmental disorders. To elucidate the mechanistic role of POU3F2 in human neurodevelopment, we induced POU3F2 disruption in human neural progenitor cells (NPCs). Mutation of POU3F2 in NPCs",,,,unknown,,scRNA-seq,GSE294372,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294372,POU3F2 regulates canonical Wnt signaling via SOX13 and ADNP to expand the neural progenitor population [scRNAseq_POU3F2NPCs],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE299172,Homo sapiens,False,,CRISPR,"Human pluripotent stem cell (hPSC)-derived cardiac therapies hold great promise for heart  41 regeneration but face major translational barriers due to allogeneic immune rejection. Here, we  42 engineered hypoimmunogenic hPSCs using a two-step CRISPR-Cas9 strategy: (1) B2M  43 knockout, eliminating ",,,,unknown,,scRNA-seq,GSE299172,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299172,Hypoimmunogenic hPSC-derived cardiac organoids for immune evasion and heart repair [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE293580,Homo sapiens,False,,small_molecule,"Pulmonary arterial hypertension (PAH) is characterized by progressive cellular and molecular changes within the pulmonary vasculature that lead to structural remodeling, rising pulmonary vascular resistance and, if untreated, right ventricular failure. In clinical practice, PAH treatments have evolv",,,,unknown,,scRNA-seq,GSE293580,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293580,Single-cell transcriptomics reveal diverging pathobiology and opportunities for precision targeting in scleroderma -associated versus idiopathic PAH,GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE276497,Homo sapiens,False,,unknown,"We used single cell RNA sequencing to compare gene expression between WT, CCM1 knockout, CCM2 knockout and CCM3 knockout blood vessel organoids.",,,,unknown,,scRNA-seq,GSE276497,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276497,High-throughput differentiation of human blood vessel organoids reveals overlapping and distinct functions of the cerebral cavernous malformation proteins,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE249735,Homo sapiens,False,,small_molecule,"Dysfunctional pancreatic islet β cells are a hallmark of type 2 diabetes (T2D), yet effective therapies to protect these cells from dysfunction are lacking. In this study, through a combination of islet single-cell data from independent cohorts and machine learning, we reveal zinc-induced integrated",,,,unknown,,scRNA-seq,GSE249735,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE249735,An integrative approach zinc induced integrated stress response as a key driver for β cell failure in human type 2 diabetes,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE176038,Homo sapiens,False,,CRISPR,CRISPRi Perturb-Seq of coding genes and lncRNAs in pluripotent stem cells,,,,unknown,,scRNA-seq,GSE176038,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE176038,Perturb-Seq in pluripotent stem cells,GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 8
NCBI_GEO,GSE268918,Homo sapiens,False,,CRISPR,"Organizers are specialized cell populations that orchestrate cell patterning and axon guidance in the developing nervous system. Although non-human models have led to fundamental discoveries about the organization of the nervous system midline by the floor plate, an experimental model of human floor",,,,unknown,,scRNA-seq,GSE268918,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE268918,Midline Assembloids Reveal Regulators of Human Axon Guidance,GEO type: Expression profiling by high throughput sequencing; n_samples: 14
NCBI_GEO,GSE290921,Homo sapiens,False,,unknown,"Interleukin (IL)-17A plays a central role in driving joint pathology in Spondyloarthritis (SpA). In this study, synovial tissues from patients with Axial SpA and Psoriatic arthritis were analyzed using single-cell RNA sequencing and spatial RNA profiling to pinpoint the cellular source of IL-17A. Th",,,,unknown,,scRNA-seq,GSE290921,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290921,CD4+ tissue resident memory Th17 cells drive IL-17A-mediated joint pathology in Spondyloarthritis,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE298054,Homo sapiens,False,,CRISPR,"Chimeric antigen receptor (CAR)-NK therapy has emerged as a highly promising alternative to CAR-T cell therapy, due to its remarkable efficacy and safety in hematological tumors. However, the efficacy of CAR-NK cells currently remains limited in solid tumors. Here, we successfully developed CISH loc",,,,unknown,,scRNA-seq,GSE298054,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE298054,Non-viral CISH locus-specific integrated IL-15-armored CAR-NK cells achieve potent anti-tumor efficacy via adaptive NK cell differentiation,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE277402,Homo sapiens,False,,CRISPR,"Although high throughput/content chemical screens have been employed to characterize cellular response to small molecules treatment, traditional chemical screens have only focused on a single assay per screen, making them labor intensive and costly. Here, we combined a chemical screen with scRNA-seq",,,,unknown,,scRNA-seq,GSE277402,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE277402,ChemPerturb-Seq Screen to Identify Small Molecules Enhancing Human Beta Cell Survival After Subcutaneous Transplantation,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE296529,Homo sapiens,False,,unknown,"Phenotypic heterogeneity among genetically identical cancer cells underpins tumor progression and therapy resistance. However, how epigenetic dysregulation drives such divergence remains unclear. Here, we introduce IMPACH, a scalable platform that integrates lineage tracing, genetic perturbation, an",,,,unknown,,scRNA-seq,GSE296529,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE296529,Clonal lineage tracing and parallel multiomics profiling reveal transcriptional diversification induced by ARID1A deficiency,GEO type: Expression profiling by high throughput sequencing; n_samples: 1
NCBI_GEO,GSE279118,Homo sapiens,False,,small_molecule,"Acute myeloid leukemia (AML) exhibits a spectrum of responses to chemotherapy, with drug resistance being a significant clinical challenge. This study employs a multi-omics approach, particularly multiplexed single-cell RNA sequencing (scRNA-seq), to characterize the molecular mechanisms underlying ",,,,unknown,,scRNA-seq,GSE279118,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279118,Cellular and Molecular Characteristics of Drug Resistance in AML cells Unveiled by Multi-Omics Analysis,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE267327,Homo sapiens,False,,CRISPR,IL-2 signaling sustains immune homeostasis by fine-tuning the balance between effector and regulatory T cells. Our genome-wide CRISPR knockout screen using IL-2-dependent cells derived from a patient with Adult T-cell Leukemia (ATL) showed enriched sgRNAs targeting PRDM1 (encoding BLIMP1). BLIMP1 in,,,,unknown,,scRNA-seq,GSE267327,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267327,BLIMP1 negatively regulates IL-2 signaling in T cells,GEO type: Expression profiling by high throughput sequencing; n_samples: 8
NCBI_GEO,GSE262298,Homo sapiens,False,,small_molecule,"The conducting airway epithelium is the first line of defense in the respiratory tract against pathogens and a prime site of SARS-CoV-2 viral entry, serving to maintain a high viral load during lung infection. The impact of SARS-CoV-2 infection in the respiratory epithelium has been extensively stud",,,,unknown,,scRNA-seq,GSE262298,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE262298,Identification and Targeting of Regulators of SARS-CoV-2-Host interactions in the Airway Epithelium [scRNA-Seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE289241,Homo sapiens,False,,unknown,"Parkinson’s disease (PD) is a complex neurodegenerative disease with a largely unknown etiology. Although the loss of dopaminergic neurons in the substantia nigra pars compacta is the pathological hallmark of PD, neuroinflammation also plays a fundamental role in PD pathology. We have previously rep",,,,unknown,,scRNA-seq,GSE289241,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289241,Differential memory enrichment of cytotoxic CD4 T cells in Parkinson’s disease patients reactive to ⍺-synuclein,GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 8
NCBI_GEO,GSE237280,Homo sapiens,False,,unknown,"Understanding pancreatic development is instrumental to diabetes research and β-cell replacement therapies. Here, we investigate glucocorticoid receptor (GR) signaling during early pancreas development in mice and humans. Previous reports suggest that glucocorticoids do not play a significant role i",,,,unknown,,scRNA-seq,GSE237280,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE237280,Endogenous Glucocorticoid Receptor Activation Modulates Early-Stage Cell Differentiation in Pancreatic Progenitors of Mice and Humans,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE287233,Homo sapiens,False,,unknown,"Human pluripotent stem cells and tissue-resident fetal and adult stem cells can generate epithelial tissues of endodermal origin in vitro that recapitulate aspects of developing and adult human physiology. Here, we integrate single-cell transcriptomes from 218 samples covering organoids and other mo",,,,unknown,,scRNA-seq,GSE287233,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE287233,An integrated transcriptomic cell atlas of human endoderm-derived organoids,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE295659,Homo sapiens,False,,CRISPR,"Cutaneous squamous cell carcinoma (cSCC) accounts for 20% of all skin cancer mortality globally, making it the second-highest subtype of skin cancer. The high prevalence of cSCC in humans highlights the need to uncover alternative actors and mechanisms influencing skin cancer development. Significan",,,,unknown,,scRNA-seq,GSE295659,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295659,In vivo CRISPRi screen reveals lncRNA portfolio crucial for cutaneous squamous cell carcinoma tumor growth [s3DRAS_scRNAseq],GEO type: Expression profiling by high throughput sequencing; n_samples: 1
NCBI_GEO,GSE263612,Homo sapiens,False,,CRISPR,"Glioblastoma (GBM) is the most lethal primary brain malignancy. Immunosuppression in the GBM tumor microenvironment (TME) presents a major barrier to immune-targeted therapies. However, our understanding of mechanisms of immunomodulation in the GBM TME is still limited. To address this challenge, we",,,,unknown,,scRNA-seq,GSE263612,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE263612,Bi-directional immunosuppressive interactions between astrocytes and glioblastoma cells identified by barcoded viral tracing [Human Single Cell Dataset],GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE271968,Homo sapiens,False,,unknown,"The implications of the early phases of human telencephalic development, involving neural stem cells (NSCs), in the etiology of cortical disorders remain elusive. Here, we explored the expression dynamics of cortical and neuropsychiatric disorder-associated genes in datasets generated from human NSC",,,,unknown,,scRNA-seq,GSE271968,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271968,Early Developmental Origins of Cortical Disorders Modeled in Human Neural Stem Cells [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE272610,Homo sapiens,True,,small_molecule,"Clear-cell renal cell carcinoma (ccRCC) is the most common form of kidney cancer, which is often resistant to conventional cancer therapies including chemotherapy and radiation therapy.  Targeted treatments including immunotherapies and small molecule inhibitors have been recently developed with pos",,,,unknown,,scRNA-seq,GSE272610,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272610,Comparative single-cell transcriptomic profiling of patient-derived renal carcinoma cells in cellular and animal models of kidney cancer,GEO type: Expression profiling by high throughput sequencing; n_samples: 5
NCBI_GEO,GSE295234,Homo sapiens,True,,unknown,"Heterogeneity in oral cancer associated fibroblasts (CAFs)in tumor microenvironment modulate plasticity of malignant epithelial cells to drive tumorigenesis, ultimately leading to poorer clinical outcome. We identified a receptor tyrosin kinase 'TEK' or Tie2 involved in myofibroblastic differentiati",,,,unknown,,scRNA-seq,GSE295234,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE295234,scRNA seq of in vitro co- culture of distinct subtypes of oral cancer associated primary fibroblasts and oral cancer cell line,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE294744,Homo sapiens,False,,small_molecule,"Background: Glioblastoma (GBM), a highly aggressive brain cancer, inevitably recurs due to therapy-resistant glioblastoma stem cells (GSCs). Lymphocyte activation gene 3 (LAG3) contributes to T cell exhaustion, a key immune escape mechanism. Here, we investigate that the more exhausted state of GBM-",,,,unknown,,scRNA-seq,GSE294744,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294744,Post-Radiotherapy GSCs EGR1-Induced GAL3 Upregulation and T Cell Exhaustion in GBM,GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE294399,Homo sapiens,False,,CRISPR,"The immune ecosystem, particularly T cells, is central to maintaining effective anti-tumor responses. However, how immune cells in the periphery blood interact with circulating tumor cells (CTCs) - critical mediators of metastatic spread 1-8 – remains largely unexplored. Here, our analysis of the bl",,,,unknown,,scRNA-seq,GSE294399,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294399,Rare Subset of T Cells Form Integrin-dependent Clustering with Circulating Tumor Cells to Foster Metastasis in Breast Cancer,GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 33
NCBI_GEO,GSE196018,Homo sapiens,False,,small_molecule,Oncogene targeted cancer therapies can provide deep responses but frequently suffer from acquired resistance. Therapeutic approaches to treat tumours which have acquired drug resistance are complicated by continual tumour evolution and multiple co-occurring resistance mechanisms. Rather than treatin,,,,unknown,,scRNA-seq,GSE196018,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196018,DFFB suppresses interferon to enable cancer persister cell regrowth,GEO type: Expression profiling by high throughput sequencing; n_samples: 35
NCBI_GEO,GSE270945,Homo sapiens,False,,CRISPR,The chimeric hematopoietic transcription factor ETV6::RUNX1 is the most common oncogenic fusion in pediatric B cell precursor acute lymphoblastic leukemia (BCP-ALL). It induces a clinically silent preleukemic state that requires secondary mutations for progression to full-blown leukemia. ETV6::RUNX1,,,,unknown,,scRNA-seq,GSE270945,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270945,Linker histone H1-0 is a specific mediator of the ETV6::RUNX1 transcriptional landscape in preleukemia and B cell acute lymphoblastic leukemia [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE293554,Homo sapiens,True,,CRISPR,"The human heart, originating from the splanchnic mesoderm, is the first functional organ to develop, co-evolving with the foregut endoderm through reciprocal signaling. Previously, cardioid models offered new insights on cardiovascular cell lineages and tissue morphogenesis during heart development,",,,,unknown,,scRNA-seq,GSE293554,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE293554,Size-Modulated Mesoderm-Endoderm Divergence and Myocardial Cavitation in Micropatterned Cardioids,GEO type: Expression profiling by high throughput sequencing; n_samples: 11
NCBI_GEO,GSE292279,Homo sapiens,False,,CRISPR,"Primary resistance to chimeric antigen receptor (CAR) T-cell therapies limited its widespread applications. Our prior genome-wide CRISPR/Cas9 screening revealed loss of CD58 as a crucial tumor intrinsic resistance factor by conferring insufficient immune synapse formation, impairing CAR-T activation",,,,unknown,,scRNA-seq,GSE292279,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE292279,DUSP6 ablation restores CAR T fitness impaired by tumor CD58 loss through invigoration of AP-1 signaling,GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE282662,Homo sapiens,False,,CRISPR,"Forkhead box L2 (FOXL2) is a forkhead box transcription factor expressed in the pituitary, ovaries, and eyelids. Human mutations in FOXL2 associate with the blepharophimosis, ptosis epicanthus and inversus syndrome (BPES), which can be linked to primary ovarian insufficiency, and are indirectly link",,,,unknown,,scRNA-seq,GSE282662,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282662,FOXL2 drives the differentiation of supporting gonadal cells in early ovarian development,GEO type: Expression profiling by high throughput sequencing; n_samples: 33
NCBI_GEO,GSE288251,Homo sapiens,True,,small_molecule,Long noncoding RNAs (lncRNAs) are a newer class of noncoding transcripts identified as key regulators of biological processes. Here we aimed to identify novel lncRNA targets that play critical roles in major human respiratory viral infections by systematically mining large-scale transcriptomic datas,,,,unknown,,scRNA-seq,GSE288251,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288251,"Human long noncoding RNA, VILMIR, is induced by major respiratory viral infections and modulates the host interferon response",GEO type: Expression profiling by high throughput sequencing; n_samples: 24
NCBI_GEO,GSE271619,Homo sapiens,False,,small_molecule,"Glioblastoma remains incurable and, due to its infiltrative growth, high levels of treatment resistance and population of glioma initiating/stem cells (GICs), recurs in all patients. Here we design and characterize a novel induced-recurrence model in which mice xenografted with primary patient-deriv",,,,unknown,,scRNA-seq,GSE271619,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE271619,A novel Induced-recurrence PDX model recapitulates epi-genomic features of Glioblastoma recurrence [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE278619,Homo sapiens,False,,genetic (cDNA/over-expression),"Lipid dyshomeostasis and tau pathology are found in frontotemporal lobar degeneration (FTLD) and Alzheimer’s disease (AD). However, the relationship between lipid dyshomeostasis and tau pathology and molecular mechanisms underlying this relationship remain unclear. Using single-cell RNA-sequencing, ",,,,unknown,,scRNA-seq,GSE278619,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE278619,"GRAMD1B is a novel regulator of lipid homeostasis, autophagic flux, and phosphorylated tau.",GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE290832,Homo sapiens,False,,unknown,"To achieve system-level insights into proteome organization, regulation, and function, we developed an approach to generate complex cell pools with endogenously tagged proteins amenable to high-throughput visualization and perturbation. Pooled imaging coupled to in-situ barcode sequencing identified",,,,unknown,,scRNA-seq,GSE290832,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290832,Pooled tagging and hydrophobic targeting of endogenous proteins for unbiased mapping of unfolded protein responses,GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 36
NCBI_GEO,GSE283175,Homo sapiens,False,,small_molecule,"Idiopathic pulmonary fibrosis (IPF) causes remodelling of distal lung, leading to respiratory failure. Pulmonary remodelling is characterised histologically not only by fibrosis but by also appearance of basal cells, yet the involvement of basal cells to IPF pathogenesis remains unclear. Here, we fo",,,,unknown,,scRNA-seq,GSE283175,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE283175,Involvement of lncRNA MIR205HG in idiopathic pulmonary fibrosis and regulation of IL33 via Alu elements,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE275720,Homo sapiens,False,,small_molecule,"Idiopathic pulmonary fibrosis (IPF) causes remodelling of distal lung, leading to respiratory failure. Pulmonary remodelling is characterised histologically not only by fibrosis but by also appearance of basal cells, yet the involvement of basal cells to IPF pathogenesis remains unclear. Here, we fo",,,,unknown,,scRNA-seq,GSE275720,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275720,Involvement of lncRNA MIR205HG in idiopathic pulmonary fibrosis and regulation of IL33 via Alu elements (part 4),GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE275717,Homo sapiens,False,,small_molecule,"Idiopathic pulmonary fibrosis (IPF) causes remodelling of distal lung, leading to respiratory failure. Pulmonary remodelling is characterised histologically not only by fibrosis but by also appearance of basal cells, yet the involvement of basal cells to IPF pathogenesis remains unclear. Here, we fo",,,,unknown,,scRNA-seq,GSE275717,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275717,Involvement of lncRNA MIR205HG in idiopathic pulmonary fibrosis and regulation of IL33 via Alu elements (part 3),GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE275709,Homo sapiens,False,,small_molecule,"Idiopathic pulmonary fibrosis (IPF) causes remodelling of distal lung, leading to respiratory failure. Pulmonary remodelling is characterised histologically not only by fibrosis but by also appearance of basal cells, yet the involvement of basal cells to IPF pathogenesis remains unclear. Here, we fo",,,,unknown,,scRNA-seq,GSE275709,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275709,Involvement of lncRNA MIR205HG in idiopathic pulmonary fibrosis and regulation of IL33 via Alu elements (part 2),GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE275700,Homo sapiens,False,,small_molecule,"Idiopathic pulmonary fibrosis (IPF) causes remodelling of distal lung, leading to respiratory failure. Pulmonary remodelling is characterised histologically not only by fibrosis but by also appearance of basal cells, yet the involvement of basal cells to IPF pathogenesis remains unclear. Here, we fo",,,,unknown,,scRNA-seq,GSE275700,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE275700,Involvement of lncRNA MIR205HG in idiopathic pulmonary fibrosis and regulation of IL33 via Alu elements (part 1),GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE291370,Homo Sapiens; Mus Musculus,False,,unknown,"Matrix-derived biophysical cues are known to regulate the activation of fibroblasts and their subsequent transdifferentiation into myofibroblasts, but whether modulation of these signals can suppress fibrosis in intact tissues remains unclear, particularly in the cardiovascular system. We have emplo",,,,unknown,,scRNA-seq,GSE291370,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291370,Selective inhibition of matrix mechanosensing in stromal cells attenuates cardiovascular fibrosis,GEO type: Expression profiling by high throughput sequencing; n_samples: 9
NCBI_GEO,GSE280716,Homo sapiens,True,,small_molecule,"Myoclonus Dystonia is a Mendelian inherited, childhood-onset dystonic disorder, caused by mutations in the autosomal dominantly inherited SGCE gene, and in which both motor and psychiatric phenotypes are observed. Results from murine and in vivo human studies suggest dystonia is caused by disruption",,,,unknown,,scRNA-seq,GSE280716,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280716,Transcriptomic disruption and functional hypoactivity in DYT-SGCE MGE-patterned inhibitory neurons,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE260907,Homo sapiens,False,,unknown,"Enhancer-promoter communication in the context of the three-dimensional (3D) nucleus is critical for the regulation of transcriptional programs specific for cell identity. Here, we profile the 3D enhancer-promoter networks of primary patient-derived human glioma spheres (GSCs) in comparison with neu",,,,unknown,,scRNA-seq,GSE260907,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260907,Three-dimensional regulatory hubs support oncogenic programs in glioblastoma [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE278383,Homo sapiens,False,,small_molecule,"Erlotinib, as an EGFR small molecule inhibitor for pancreatic cancer, its efficacy as monotherapy is limited. Combination of erlotinib and gemcitabine has shown improvement in multiple survival indicators. However, drug resistance remains a challenge. Agrimoniin, the main active ingredient in Agrimo",,,,unknown,,scRNA-seq,GSE278383,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE278383,Agrimoniin synergistically works with erlotinib to inhibit the proliferation of pancreatic cancer by remodeling the tumor microenvironment and suppressing lactic acid expression,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE287664,Homo sapiens,False,,CRISPR,"Excitotoxicity is a major pathologic mechanism in patients with tauopathy and other neurodegenerative diseases. However, the key neurotoxic drivers and most effective strategies for mitigating these degenerative processes are unclear. Here, we show that glutamate treatment of induced pluripotent ste",,,,unknown,,scRNA-seq,GSE287664,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE287664,KCTD20 suppression mitigates excitotoxicity in tauopathy patient organoids,GEO type: Expression profiling by high throughput sequencing; n_samples: 11
NCBI_GEO,GSE284207,Homo sapiens,True,,CRISPR,"A longstanding barrier in genome engineering with CRISPR-Cas9 has been the inability to measure Cas9 edit outcomes at single-cell resolution. Here we present Superb-seq, a new technology for joint measurement of on-target and off-target Cas9 edits and transcriptomes by single-cell RNA sequencing. In",,,,unknown,,scRNA-seq,GSE284207,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE284207,Joint single-cell profiling of Cas9 edits and transcriptomes reveals on- and off-target effects on gene expression (Superb-seq),GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE288996,Homo sapiens,True,,CRISPR,"Identifying gene functions and interactions in specific cellular contexts has been greatly enabled with functional genomics studies. CRISPR-based genetic screens have been proven invaluable in elucidating gene function in mammalian cells. Single cell functional genomics methods, such as Perturb-seq ",,,,10x Genomics Chromium,,scRNA-seq,GSE288996,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288996,"Simultaneous single cell CRISPR, RNA, and ATAC-seq enables multiomic CRISPR screens to identify gene regulatory relationships",GEO type: Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Other; n_samples: 15
